ID,Username,Visit,Answer,Post,Custom_Question,Channel,Comment,Reply,Like,Drawer,Tag,Friendship,Assignment,Query,User_Query
N/A,All_Users,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,백산수,0,0,0,0,0,0,0,0,0,0,0,0,0
2,마틸다,0,0,0,0,0,0,0,0,0,0,0,0,0
3,율로몬,0,0,0,0,0,0,0,0,0,0,0,0,0
4,잡동사니,0,0,0,0,0,0,0,0,0,0,0,0,0
5,이룰렁,0,0,0,0,0,0,0,0,0,0,0,0,0
6,누구게,0,0,0,0,0,0,0,0,0,0,0,0,0
7,메롱,0,0,0,0,0,0,0,0,0,0,0,0,0
